0.4479,0.36465,0.52411,0.445553333,0.079755897
0.44382,0.43646,0.55755,0.479276667,0.067886511
0.51978,0.46339,0.67073,0.5513,0.107203553
0.49638,0.49054,0.7178,0.56824,0.12955567
0.4601,0.4638,0.5965,0.5068,0.077704504
0.53789,0.42095,0.51322,0.490686667,0.061640524
0.37106,0.44862,0.56813,0.462603333,0.099276364
0.37089,0.67871,0.60649,0.55203,0.160974243
0.3345,0.4228,0.55027,0.435856667,0.108475945
0.4114,0.44828,0.58028,0.479986667,0.088792444
0.35459,0.44152,0.53362,0.443243333,0.089527441
0.40058,0.36981,0.47533,0.41524,0.054266051
0.35411,0.47065,0.56202,0.46226,0.104208618
0.40353,0.38392,0.62339,0.47028,0.132959175
0.38936,0.51487,0.62778,0.51067,0.119265477
0.32981,0.4022,0.57919,0.437066667,0.128294035
0.32877,0.4755,0.43185,0.41204,0.075344212
0.41463,0.36362,0.72804,0.502096667,0.197327893
0.30336,0.59961,0.55857,0.48718,0.160509859
0.38324,0.43066,0.45291,0.42227,0.035584706
0.38251,0.3151,0.4237,0.37377,0.054825001
0.4813,0.38839,0.52349,0.464393333,0.069118587
0.56979,0.37399,0.44311,0.462296667,0.099300081
0.48357,0.30981,0.51773,0.437036667,0.111497511
0.53521,0.41004,0.51638,0.48721,0.067491102
0.58062,0.49998,0.44773,0.509443333,0.066948518
0.52408,0.41754,0.5256,0.489073333,0.061954346
0.42337,0.35339,0.61195,0.462903333,0.133736613
0.36741,0.49961,0.44271,0.436576667,0.066313071
0.38244,0.45407,0.50215,0.44622,0.060239836
0.32259,0.4907,0.47292,0.428736667,0.092354579
0.37213,0.56497,0.37507,0.43739,0.1104973
0.3868,0.64281,0.43279,0.487466667,0.136482356
0.38419,0.45577,0.41437,0.41811,0.03593626
0.48407,0.50693,0.60654,0.532513333,0.065119931
0.40911,0.45655,0.48253,0.449396667,0.037229044
0.40073,0.66526,0.5084,0.524796667,0.133025066
0.43737,0.46897,0.42442,0.443586667,0.022916388
0.46393,0.43071,0.33742,0.410686667,0.065588836
0.5314,0.62641,0.47398,0.54393,0.076983614
