Time Vibration Velocity Vibration Velocity
s mm/s mm/s
 Sleeper center (Location: V2) Ballast center (Location: V4)
0 -1.81388882572311 -1.53173131685165
7.81249999995737E-4 -1.60863627341493 -1.80214102214274
0.00156249999999858 -1.41531795597622 -1.9948578835812
0.00234375000000142 -1.37046810252407 -2.17386981583353
0.00312499999999716 -1.5252970740967 -2.37729107521792
0.00390625 -1.82426252029571 -2.56142398389795
0.00468749999999574 -2.20872351232937 -2.68045877242333
0.00546874999999858 -2.6251467821312 -2.70952221777619
0.00625000000000142 -3.02690192627417 -2.64303628481502
0.00703124999999716 -3.37009388750197 -2.49626767050804
0.0078125 -3.61820314738597 -2.30011288328771
0.00859374999999574 -3.74593449651772 -2.09427951637368
0.00937499999999858 -3.73805497565716 -1.91715610624952
0.0101562500000014 -3.60331517982471 -1.79560465258591
0.0109374999999972 -3.38213962303195 -1.74497182304509
0.01171875 -3.1009303771359 -1.76111790787684
0.0124999999999957 -2.76025031711799 -1.81239309052289
0.0132812499999986 -2.37616877428028 -1.86808830542261
0.0140625000000014 -1.96984490257797 -1.90213263960302
0.0148437499999972 -1.58042930406633 -1.88959760060069
0.015625 -1.28336686688775 -1.83314360332969
0.0164062499999957 -1.15240772603845 -1.76697652847688
0.0171874999999986 -1.20096628311052 -1.71202957442156
0.0179687500000014 -1.3829328579953 -1.65735559810198
0.0187499999999972 -1.64249635042948 -1.59373199319505
0.01953125 -1.92931280338512 -1.52100343042128
0.0203124999999957 -2.17401097539435 -1.43356791790941
0.0210937499999986 -2.29434536910423 -1.31234968273642
0.0218750000000014 -2.31025316572345 -1.18295396958234
0.0226562499999972 -2.29502551656192 -1.11723259718382
0.0234375 -2.22926469546257 -1.12300276689908
0.0242187499999957 -2.07215136651267 -1.15457987464506
0.0249999999999986 -1.8229159082232 -1.17878898203113
0.0257812500000014 -1.50691217831027 -1.18220344846244
0.0265624999999972 -1.1652063138454 -1.16112506718432
0.02734375 -0.842504774720013 -1.11203520275201
