Time Vibration Velocity Vibration Velocity
s mm/s mm/s
 Sleeper center (Location: V2) Ballast center (Location: V4)
0 -0.591108365258868 -0.33944399760316
7.81250000002842E-4 -0.587229475997499 -0.336864198678094
0.00156250000000568 -0.593697261920265 -0.342035245722828
0.00234375000000853 -0.606982442855729 -0.35261079951356
0.00312500000001137 -0.623842421366903 -0.366331787178887
0.00390625 -0.641921423545739 -0.381439517995261
0.00468750000000284 -0.659733904509738 -0.39668586646293
0.00546875000000568 -0.676669907725335 -0.411319790073287
0.00625000000000853 -0.692933074926638 -0.425171854963339
0.00703125000001137 -0.709037617502964 -0.43843157737126
0.0078125 -0.725616352586399 -0.451485395594537
0.00859375000000284 -0.743184016584155 -0.464791468790926
0.00937500000000568 -0.760739450896189 -0.478073665921436
0.0101562500000085 -0.775258653098616 -0.489619455603314
0.0109375000000114 -0.783478742010802 -0.497170946245004
0.01171875 -0.782864337704248 -0.498700006361896
0.0125000000000028 -0.772499703283693 -0.492968986416597
0.0132812500000057 -0.753900393490409 -0.480428079774054
0.0140625000000085 -0.730067705995126 -0.46309855013183
0.0148437500000114 -0.703426722126945 -0.44325946043168
0.015625 -0.6746958717921 -0.422181532950658
0.0164062500000028 -0.643926409981582 -0.400354775445056
0.0171875000000057 -0.611437892288169 -0.378121077225668
0.0179687500000085 -0.577668938464917 -0.355728524328356
0.0187500000000114 -0.543575651543148 -0.333401085349212
0.01953125 -0.513379242255979 -0.313169496403899
0.0203125000000028 -0.492980620565999 -0.299026990676182
0.0210937500000057 -0.483866239476594 -0.292629863317496
0.0218750000000085 -0.483413900886625 -0.292198496918394
0.0226562500000114 -0.488196579322124 -0.29514091510464
0.0234375 -0.495190085636103 -0.299325354397509
0.0242187500000028 -0.502243255178198 -0.30335208965322
0.0250000000000057 -0.508018023813478 -0.30645044284494
0.0257812500000085 -0.51214131081126 -0.308488470799452
0.0265625000000114 -0.514958832228085 -0.309815607117258
0.02734375 -0.517140283139828 -0.310929005652106
0.0281250000000028 -0.519622028715157 -0.312398977338824
0.0289062500000057 -0.522979413443572 -0.314652214945307
0.0296875000000085 -0.525905643115579 -0.317092915237698
0.0304687500000114 -0.525758583525291 -0.318091542309269
0.03125 -0.520300829521766 -0.316031480869886
0.0320312500000028 -0.508303323735613 -0.30967182160267
0.0328125000000057 -0.490575674017602 -0.298794885900189
0.0335937500000085 -0.470051069792948 -0.284759184154639
0.0343750000000114 -0.450069209104492 -0.269808490628397
0.03515625 -0.43221808868827 -0.255536082428253
0.0359375000000028 -0.41613118796068 -0.242183141061763
0.0367187500000057 -0.40085156761393 -0.229323957820402
0.0375000000000085 -0.385427006742356 -0.21643291242201
0.0382812500000114 -0.368759666971571 -0.202887844424536
0.0390625 -0.351237523921196 -0.188714868908866
0.0398437500000028 -0.337151807341942 -0.176638477329424
0.0406250000000057 -0.330477509376529 -0.170138894863463
0.0414062500000085 -0.330513339273162 -0.169370412879254
0.0421875000000114 -0.334427082152279 -0.172145506146516
0.04296875 -0.339579236634005 -0.176279328234659
0.0437500000000028 -0.34413586997302 -0.180279634056446
0.0445312500000057 -0.347125906793357 -0.183405497625772
0.0453125000000085 -0.348330047438252 -0.185496684903812
0.0460937500000114 -0.348315030958099 -0.186951191631005
0.046875 -0.347967245988369 -0.188395848826139
0.0476562500000028 -0.348208950599286 -0.190379682713109
0.0484375000000057 -0.349928315714372 -0.193317710036686
0.0492187500000085 -0.352922918956494 -0.197026040252437
0.0500000000000114 -0.354918225997286 -0.200004767987987
0.05078125 -0.353070588182818 -0.200211271032588
0.0515625000000028 -0.345188811798573 -0.196088361395689
0.0523437500000057 -0.33038072120052 -0.186936310422174
0.0531250000000085 -0.310098199235054 -0.173630154352254
0.0539062500000114 -0.287577635469633 -0.158541021886458
0.0546875 -0.265800671568735 -0.14420974776901
0.0554687500000028 -0.245779825436126 -0.131796284983173
0.0562500000000057 -0.227110280710928 -0.121009485526064
0.0570312500000085 -0.209120690855168 -0.110960289848413
0.0578125000000114 -0.191065867282529 -0.100585397342805
0.05859375 -0.172311483093125 -0.0887962739531122
0.0593750000000028 -0.155014762743426 -0.0761459628362134
0.0601562500000057 -0.144446896894772 -0.0661043973225545
0.0609375000000085 -0.14298058486858 -0.061303097026397
0.0617187500000114 -0.148560590324784 -0.0610142253023499
0.0625 -0.158093972302431 -0.0633624607352553
0.0632812500000028 -0.168925194462741 -0.0668722724756086
0.0640625000000057 -0.179308419802234 -0.0707359351055051
0.0648437500000085 -0.188303473671782 -0.0746470908617037
0.0656250000000114 -0.195815031208272 -0.0786834430575187
0.06640625 -0.202452906526101 -0.0832242564641287
0.0671875000000028 -0.209076700314569 -0.0886398459418067
0.0679687500000057 -0.216677734717132 -0.0952233397617217
0.0687500000000085 -0.226003315796921 -0.103157545112483
0.0695312500000114 -0.23603780849255 -0.111785671307434
0.0703125 -0.243868082038197 -0.119266595064987
0.0710937500000028 -0.246521429449978 -0.123599735562002
0.0718750000000057 -0.241799932333103 -0.123145250922956
0.0726562500000085 -0.22935248839666 -0.117108374192537
0.0734375000000114 -0.21130837662277 -0.106249008718973
0.07421875 -0.190970497752143 -0.09252665170257
0.0750000000000028 -0.170555124197154 -0.0777668478895268
0.0757812500000057 -0.150304105359423 -0.0626849797129321
0.0765625000000085 -0.129675267981203 -0.0473556858652564
0.0773437500000114 -0.108213493679353 -0.0318027557557097
0.078125 -0.0854709628037998 -0.0159247956354347
0.0789062500000028 -0.0619057449202317 2.85086334000688E-4
