33.306,0.37271
26.645,0.48468
19.75,0.46345
24.501,0.34975
22.211,0.44102
20.428,0.313
21.246,0.48155
38.008,0.35965
18.721,0.48875
30.06,0.49569
33.772,0.32802
26.154,0.4358
28.594,0.41665
16.629,0.44763
33.722,0.40603
24.606,0.47087
24.022,0.411
15.596,0.4574
21.771,0.34694
38.57,0.32329
25.701,0.40381
29.321,0.39636
20.605,0.47127
32.722,0.31667
29.862,0.40738
21.732,0.42915
25.75,0.54712
27.474,0.42211
25.2,0.44358
32.593,0.46188
24.721,0.43648
36.205,0.41672
18.477,0.36314
28.135,0.49302
30.122,0.35009
25.836,0.41504
27.163,0.41516
29.172,0.3993
24.125,0.35618
25.503,0.552
35.143,0.34378
31.057,0.48663
23.765,0.41982
23.685,0.41334
19.136,0.36399
18.36,0.34404
25.448,0.52683
21.122,0.54369
22.619,0.45428
24.27,0.4515
18.654,0.33216
22.904,0.39837
20.019,0.50548
22.324,0.49563
35.745,0.40301
34.77,0.56826
17.468,0.4703
21.093,0.46599
28.951,0.45116
28.998,0.48351
26.439,0.33146
29.748,0.49277
24.579,0.45634
25.253,0.40722
29.821,0.44397
29.831,0.45645
19.291,0.42467
21.905,0.45929
34.519,0.50448
31.411,0.46859
21.377,0.48729
20.78,0.48233
24.678,0.47905
22.502,0.40035
14.831,0.52256
14.316,0.52405
23.318,0.43273
25.998,0.4531
36.023,0.2992
38.349,0.45265
24.614,0.38156
24.697,0.38326
28.37,0.33039
26.285,0.491
20.389,0.45723
19.699,0.43949
36.009,0.43077
32.091,0.35193
32.747,0.42953
30.178,0.43945
21.637,0.46184
20.713,0.46176
25.341,0.51185
26.059,0.50628
32.257,0.36455
31.677,0.43143
27.935,0.47936
26.522,0.48116
31.523,0.46565
32.956,0.46139
25.138,0.44299
22.784,0.4645
37.707,0.3839
33.022,0.46615
16.954,0.63166
18.927,0.40129
27.215,0.4754
28.59,0.47932
30.734,0.33441
31.335,0.3574
26.515,0.46469
29.775,0.48512
28.037,0.38314
27.962,0.39055
31.254,0.43962
30.195,0.46211
21.92,0.40404
24.292,0.39645
25.885,0.57295
27.381,0.50335
